countyfips,year,estimate
31,1990,466998
103,1990,5942
43,1990,32230
85,1990,24466
101,1990,123053
7,1990,5378
47,1990,3073
83,1990,18706
75,1990,17508
11,1990,5023
87,1990,21933
63,1990,7128
71,1990,13746
35,1990,61614
73,1990,4514
119,1990,12535
53,1990,469
115,1990,2674
37,1990,22182
55,1990,5975
39,1990,9754
17,1990,2396
77,1990,93727
89,1990,20110
107,1990,14216
25,1990,3927
67,1990,32453
109,1990,4642
33,1990,1507
93,1990,7224
29,1990,21036
9,1990,4516
79,1990,551
91,1990,2306
19,1990,7628
59,1990,439524
49,1990,8010
111,1990,750
1,1990,266205
99,1990,13329
45,1990,30338
21,1990,7465
59,1989,435905
27,1989,1947
55,1989,6130
111,1989,746
21,1989,7623
7,1989,5196
1,1989,266771
119,1989,12474
33,1989,1541
81,1989,11526
61,1989,1698
121,1989,4951
43,1989,32114
75,1989,17725
109,1989,4639
3,1989,13660
91,1989,2262
23,1989,3277
11,1989,5210
65,1989,5896
69,1989,183598
105,1989,11109
101,1989,123363
13,1989,222354
9,1989,4629
83,1989,18432
31,1989,472785
73,1989,4549
51,1989,10509
25,1989,3901
17,1989,2314
57,1989,1651
89,1989,20468
99,1989,13719
125,1989,9211
97,1989,12415
95,1989,4249
0,1989,3284537
41,1989,396314
15,1989,12559
87,1989,21895
123,1989,131867
113,1989,3612
5,1989,389502
85,1989,24281
67,1989,31809
103,1989,6111
29,1989,21205
53,1989,476
117,1989,12718
63,1989,7201
35,1989,57164
115,1989,2734
37,1989,20881
71,1989,13960
47,1989,3114
107,1989,13950
77,1989,90593
93,1989,7054
79,1989,611
39,1989,9725
49,1989,8178
45,1989,28809
19,1989,7667
39,1988,9829
37,1988,19567
41,1988,395265
43,1988,31893
35,1988,53127
45,1988,27325
47,1988,3172
33,1988,1591
49,1988,8467
51,1988,10827
53,1988,489
31,1988,479622
55,1988,6292
57,1988,1713
29,1988,21502
59,1988,432429
61,1988,1711
27,1988,1976
63,1988,7280
65,1988,5750
25,1988,3842
67,1988,31179
69,1988,180220
23,1988,3397
71,1988,14222
73,1988,4577
75,1988,17932
21,1988,7854
77,1988,87288
79,1988,689
19,1988,7727
81,1988,11754
83,1988,18110
17,1988,2208
85,1988,24087
87,1988,21831
15,1988,12390
89,1988,20845
91,1988,2219
0,1988,3271448
93,1988,6893
13,1988,218380
95,1988,4332
97,1988,12092
99,1988,14231
11,1988,5432
101,1988,123737
103,1988,6299
9,1988,4728
105,1988,11578
107,1988,13765
7,1988,5004
109,1988,4663
111,1988,747
5,1988,386723
113,1988,3557
115,1988,2794
3,1988,13715
117,1988,12498
119,1988,12477
121,1988,5142
1,1988,269019
123,1988,131880
125,1988,9564
69,1987,178151
25,1987,3072
67,1987,30916
55,1987,6500
51,1987,10855
41,1987,392720
37,1987,19002
125,1987,9434
81,1987,11886
63,1987,7241
101,1987,122838
91,1987,2151
121,1987,5187
11,1987,5432
113,1987,3463
65,1987,6045
5,1987,388687
97,1987,12042
105,1987,11758
75,1987,17740
123,1987,131028
109,1987,4785
49,1987,8908
35,1987,48844
117,1987,12406
43,1987,31394
23,1987,3349
21,1987,8090
57,1987,1775
39,1987,9340
7,1987,5265
115,1987,2793
29,1987,21782
111,1987,811
87,1987,21678
99,1987,13986
47,1987,3279
95,1987,4411
53,1987,508
31,1987,490274
89,1987,20914
19,1987,7822
1,1987,269323
71,1987,14397
79,1987,738
83,1987,18192
27,1987,2050
61,1987,1758
9,1987,4559
119,1987,12458
59,1987,430187
103,1987,6428
45,1987,26387
33,1987,1494
13,1987,214222
0,1987,3263354
93,1987,6937
85,1987,23822
107,1987,13862
17,1987,2097
3,1987,13427
77,1987,85559
15,1987,12453
73,1987,4442
61,1986,1798
103,1986,6440
17,1986,2185
1,1986,268643
39,1986,8793
33,1986,1529
49,1986,9139
85,1986,23833
5,1986,387244
113,1986,3374
23,1986,3307
115,1986,2825
99,1986,14128
111,1986,754
37,1986,18853
71,1986,14113
27,1986,2075
59,1986,427070
13,1986,211841
93,1986,6860
67,1986,30790
73,1986,4431
3,1986,13336
41,1986,379304
125,1986,9583
63,1986,7373
11,1986,5729
75,1986,18167
117,1986,13274
109,1986,4598
29,1986,22353
7,1986,5335
91,1986,1999
65,1986,6450
43,1986,31130
35,1986,45654
21,1986,7947
57,1986,1708
101,1986,122365
97,1986,11968
77,1986,85562
55,1986,6752
107,1986,13863
25,1986,2985
45,1986,26191
119,1986,11800
79,1986,771
89,1986,21457
19,1986,8159
95,1986,4445
31,1986,497014
53,1986,468
123,1986,129749
81,1986,12679
15,1986,12473
87,1986,21508
51,1986,10890
83,1986,18835
105,1986,11906
69,1986,174980
0,1986,3243803
121,1986,5194
47,1986,3237
9,1986,4587
93,1985,6601
87,1985,22431
107,1985,14196
119,1985,11305
69,1985,170724
45,1985,25714
17,1985,2294
59,1985,421617
51,1985,10390
61,1985,1847
79,1985,836
83,1985,19283
23,1985,3363
71,1985,14241
27,1985,2066
47,1985,3081
89,1985,21760
25,1985,2997
33,1985,1548
19,1985,7936
9,1985,4873
31,1985,496431
123,1985,130400
111,1985,763
67,1985,31393
103,1985,6590
53,1985,472
95,1985,4421
81,1985,13286
99,1985,14374
5,1985,381244
115,1985,2991
105,1985,11546
65,1985,6789
91,1985,2130
7,1985,5213
37,1985,18029
39,1985,8560
43,1985,31366
113,1985,3189
29,1985,23466
109,1985,4400
49,1985,9212
63,1985,7547
21,1985,7776
75,1985,19063
15,1985,12349
57,1985,1729
3,1985,13011
11,1985,5699
101,1985,121907
121,1985,5396
125,1985,9853
35,1985,40048
41,1985,368506
85,1985,24389
77,1985,88021
1,1985,268764
0,1985,3214448
117,1985,12865
73,1985,4588
13,1985,209444
55,1985,6809
97,1985,11316
37,1984,16771
5,1984,367287
65,1984,7163
113,1984,2969
25,1984,2893
95,1984,4430
93,1984,6747
41,1984,354753
0,1984,3174844
125,1984,9935
11,1984,5838
91,1984,2207
43,1984,31296
101,1984,122360
35,1984,36327
45,1984,25642
89,1984,21815
47,1984,3013
15,1984,12839
87,1984,22827
123,1984,128969
103,1984,6941
1,1984,265770
85,1984,24943
49,1984,8893
33,1984,1687
13,1984,210225
17,1984,2237
9,1984,5051
121,1984,5531
105,1984,11375
83,1984,19826
51,1984,10419
81,1984,14412
53,1984,580
31,1984,496672
19,1984,7747
79,1984,867
39,1984,8261
119,1984,10864
97,1984,10773
107,1984,14248
55,1984,6639
77,1984,93474
3,1984,12928
57,1984,1799
21,1984,7999
7,1984,4981
29,1984,24015
109,1984,4387
75,1984,19382
117,1984,12025
73,1984,4465
59,1984,413716
61,1984,1950
23,1984,3267
27,1984,1898
111,1984,916
71,1984,14714
115,1984,3195
69,1984,166500
63,1984,7812
99,1984,14307
67,1984,31072
11,1983,5972
113,1983,2914
99,1983,14104
7,1983,4989
95,1983,4688
9,1983,5276
111,1983,1009
101,1983,123434
3,1983,12643
51,1983,10375
19,1983,7723
69,1983,162804
39,1983,7997
89,1983,22291
27,1983,1767
87,1983,23286
67,1983,30845
23,1983,3276
15,1983,13211
79,1983,877
49,1983,8115
105,1983,11373
85,1983,25543
57,1983,1818
61,1983,1925
45,1983,28925
21,1983,7901
119,1983,10172
65,1983,7657
17,1983,2226
47,1983,3024
41,1983,341721
59,1983,406163
123,1983,127334
125,1983,10033
107,1983,13853
81,1983,15622
97,1983,10207
43,1983,31366
13,1983,204606
83,1983,19609
93,1983,6888
91,1983,2124
109,1983,4434
73,1983,4558
53,1983,559
33,1983,1789
0,1983,3137512
55,1983,6741
29,1983,23627
115,1983,3159
5,1983,349463
35,1983,33124
25,1983,3032
117,1983,10310
63,1983,7765
77,1983,96675
103,1983,7621
121,1983,5570
37,1983,15959
71,1983,15135
1,1983,267245
31,1983,503273
75,1983,19787
31,1982,498377
3,1982,12258
67,1982,29729
11,1982,5767
97,1982,10036
83,1982,18550
57,1982,2057
101,1982,123756
109,1982,4201
125,1982,9899
21,1982,7713
29,1982,23433
43,1982,30343
115,1982,3201
7,1982,4196
121,1982,5392
51,1982,10619
87,1982,22700
49,1982,8113
9,1982,5330
15,1982,13417
113,1982,2999
69,1982,158719
81,1982,14887
103,1982,7272
85,1982,25245
47,1982,2776
53,1982,478
123,1982,124358
71,1982,15160
5,1982,334909
25,1982,2909
111,1982,1147
105,1982,11092
19,1982,7421
27,1982,1621
89,1982,22355
95,1982,4561
99,1982,13363
79,1982,864
23,1982,3125
65,1982,8425
61,1982,1927
119,1982,9314
41,1982,331738
107,1982,13758
33,1982,1682
45,1982,29029
17,1982,2240
59,1982,398695
39,1982,7500
37,1982,15378
73,1982,4495
93,1982,6399
0,1982,3064868
55,1982,6523
63,1982,7570
1,1982,260136
35,1982,29927
117,1982,10017
77,1982,93831
13,1982,200177
75,1982,19649
91,1982,2110
33,1981,1680
123,1981,124027
113,1981,3168
121,1981,5217
105,1981,10856
13,1981,194914
87,1981,22435
83,1981,17595
51,1981,10669
53,1981,455
15,1981,13561
81,1981,13665
69,1981,153793
47,1981,2620
0,1981,2980340
31,1981,495990
89,1981,22523
19,1981,7514
79,1981,910
119,1981,8635
107,1981,13473
63,1981,7513
45,1981,24940
55,1981,6326
35,1981,27515
77,1981,87073
91,1981,2056
3,1981,12184
57,1981,2022
101,1981,124797
21,1981,7703
43,1981,29521
7,1981,4012
125,1981,9753
5,1981,315543
29,1981,22479
67,1981,28531
109,1981,4106
11,1981,5941
75,1981,19780
97,1981,9924
117,1981,9234
93,1981,5975
73,1981,4508
59,1981,386410
65,1981,8979
41,1981,322174
61,1981,1995
37,1981,13772
23,1981,3062
95,1981,4495
27,1981,1563
111,1981,976
25,1981,2962
71,1981,15123
99,1981,13092
39,1981,7122
85,1981,25031
49,1981,7748
115,1981,3217
17,1981,2209
1,1981,253031
103,1981,6886
9,1981,5357
61,1980,1948
117,1980,8926
111,1980,862
51,1980,10686
19,1980,7349
35,1980,25627
25,1980,2983
73,1980,4632
41,1980,311995
77,1980,82644
99,1980,13075
31,1980,493385
69,1980,150115
89,1980,22559
103,1980,6381
71,1980,14943
91,1980,1951
121,1980,5287
123,1980,123564
37,1980,13411
1,1980,247377
67,1980,27464
13,1980,190695
47,1980,2477
79,1980,825
119,1980,8155
85,1980,24490
23,1980,3069
81,1980,13240
49,1980,7530
33,1980,1662
53,1980,417
93,1980,5461
115,1980,3256
7,1980,3734
59,1980,374709
75,1980,19797
125,1980,9697
97,1980,10256
83,1980,16728
43,1980,28847
45,1980,23000
95,1980,4533
29,1980,21477
107,1980,13419
21,1980,7776
113,1980,3187
55,1980,6417
15,1980,13295
109,1980,3969
87,1980,22498
101,1980,125745
0,1980,2908036
65,1980,8861
63,1980,7582
57,1980,1895
27,1980,1535
11,1980,5944
9,1980,5407
105,1980,10581
3,1980,11877
5,1980,297761
17,1980,2164
39,1980,6904
77,1979,76703
75,1979,19272
17,1979,2175
65,1979,8847
91,1979,1989
117,1979,8563
93,1979,4553
9,1979,5465
119,1979,7888
45,1979,21621
73,1979,4560
79,1979,791
59,1979,369693
87,1979,21865
0,1979,2850234
107,1979,12976
61,1979,1868
103,1979,6054
115,1979,3413
35,1979,23101
41,1979,309369
37,1979,13283
97,1979,10533
23,1979,3153
1,1979,246063
47,1979,2231
13,1979,187199
95,1979,4423
105,1979,10575
15,1979,13019
25,1979,2818
69,1979,145531
51,1979,9967
27,1979,1558
63,1979,7586
99,1979,13397
111,1979,850
121,1979,4871
19,1979,6990
55,1979,6556
33,1979,1514
31,1979,496263
71,1979,14617
89,1979,22574
67,1979,26401
81,1979,12532
123,1979,120243
85,1979,23441
43,1979,28590
53,1979,504
7,1979,3857
125,1979,9619
83,1979,16279
101,1979,125933
49,1979,7208
29,1979,20644
21,1979,7790
39,1979,6201
109,1979,3952
5,1979,278439
113,1979,2862
11,1979,6008
57,1979,1771
3,1979,11623
83,1978,15356
13,1978,183474
99,1978,13271
95,1978,4362
93,1978,4006
11,1978,5887
101,1978,123937
91,1978,1984
15,1978,12583
89,1978,22781
87,1978,21386
103,1978,5470
85,1978,22791
17,1978,2125
9,1978,5513
105,1978,10535
81,1978,10717
19,1978,6605
107,1978,11796
79,1978,832
77,1978,70851
21,1978,7856
7,1978,3684
109,1978,4231
75,1978,19359
73,1978,4583
23,1978,3243
111,1978,956
39,1978,5595
71,1978,14922
69,1978,137739
0,1978,2766084
25,1978,2932
113,1978,2890
67,1978,26411
65,1978,8736
5,1978,261140
115,1978,3375
63,1978,7483
27,1978,1355
61,1978,1786
59,1978,355220
117,1978,7989
29,1978,19591
57,1978,1801
3,1978,11572
119,1978,6995
55,1978,6712
31,1978,496054
53,1978,490
51,1978,9568
121,1978,4835
33,1978,1519
49,1978,6904
1,1978,239634
123,1978,114905
47,1978,2102
35,1978,20787
45,1978,19963
43,1978,27032
125,1978,9157
41,1978,305048
37,1978,12872
97,1978,10796
0,1977,2676220
23,1977,3153
111,1977,886
37,1977,12083
101,1977,123725
125,1977,9196
115,1977,3324
81,1977,10438
63,1977,7671
25,1977,3137
1,1977,226135
97,1977,10225
65,1977,8757
99,1977,13505
61,1977,1875
27,1977,1253
107,1977,10656
123,1977,111944
47,1977,1973
29,1977,19080
3,1977,11338
49,1977,6568
79,1977,816
95,1977,4379
85,1977,21968
11,1977,6129
7,1977,3604
55,1977,6676
69,1977,131164
5,1977,240684
51,1977,9258
119,1977,6405
57,1977,1681
77,1977,67294
59,1977,337136
45,1977,18992
31,1977,496702
15,1977,12486
13,1977,177978
105,1977,10501
53,1977,466
73,1977,4740
83,1977,15087
113,1977,2760
17,1977,2051
9,1977,5527
19,1977,6165
89,1977,23246
121,1977,4975
21,1977,7914
117,1977,7232
91,1977,1923
43,1977,26512
33,1977,1467
71,1977,15352
41,1977,298720
35,1977,17614
93,1977,3520
75,1977,19503
39,1977,5334
109,1977,4039
103,1977,5109
87,1977,21553
67,1977,24636
119,1976,6058
87,1976,21450
89,1976,23845
43,1976,26288
29,1976,18477
53,1976,409
45,1976,18392
69,1976,123413
67,1976,23854
7,1976,3439
39,1976,5277
15,1976,12043
21,1976,7818
97,1976,9658
123,1976,109989
71,1976,15624
105,1976,10593
57,1976,1708
121,1976,5207
125,1976,8856
65,1976,8872
27,1976,1200
77,1976,65277
93,1976,3329
3,1976,11611
111,1976,852
51,1976,9079
95,1976,4394
37,1976,11432
115,1976,3348
35,1976,15797
55,1976,6734
79,1976,812
83,1976,14789
103,1976,5056
23,1976,3102
25,1976,3184
47,1976,1881
13,1976,170416
1,1976,222739
61,1976,2019
0,1976,2618311
41,1976,289357
49,1976,6501
5,1976,228736
63,1976,7747
81,1976,9767
107,1976,10112
11,1976,6245
85,1976,21293
101,1976,124789
31,1976,501128
99,1976,13655
59,1976,325430
17,1976,2218
73,1976,4901
113,1976,2684
9,1976,5694
19,1976,6159
117,1976,6476
91,1976,1968
33,1976,1566
75,1976,19529
109,1976,4035
115,1975,3374
119,1975,5779
39,1975,4919
107,1975,9497
53,1975,353
69,1975,120907
55,1975,6630
41,1975,291339
81,1975,9699
31,1975,499371
19,1975,6005
101,1975,125520
97,1975,8987
123,1975,108841
43,1975,26228
15,1975,12024
125,1975,8750
111,1975,841
103,1975,5086
25,1975,3307
23,1975,3114
71,1975,15632
1,1975,216880
87,1975,21729
61,1975,2051
49,1975,6446
17,1975,2224
7,1975,3390
113,1975,2430
85,1975,20468
63,1975,7661
73,1975,4982
59,1975,312469
5,1975,218016
117,1975,5870
99,1975,13684
9,1975,5625
47,1975,1846
75,1975,19243
33,1975,1581
37,1975,10619
29,1975,18202
109,1975,4098
45,1975,18024
27,1975,1165
21,1975,8034
93,1975,3225
95,1975,4235
105,1975,10795
67,1975,23186
57,1975,1724
89,1975,23934
65,1975,8621
0,1975,2576902
121,1975,5135
35,1975,14647
77,1975,64569
3,1975,11658
11,1975,6337
51,1975,9396
13,1975,169181
79,1975,802
83,1975,14701
91,1975,1816
25,1974,3335
35,1974,13115
15,1974,11744
97,1974,8529
45,1974,17002
63,1974,7559
91,1974,1717
101,1974,124568
11,1974,6141
5,1974,208669
125,1974,8451
111,1974,834
23,1974,3112
61,1974,1994
113,1974,2449
7,1974,3149
65,1974,8505
73,1974,4885
59,1974,296686
117,1974,5555
75,1974,19386
29,1974,17185
99,1974,13456
109,1974,4076
27,1974,1164
21,1974,8030
57,1974,1852
67,1974,21971
77,1974,60393
3,1974,11511
79,1974,803
119,1974,5434
69,1974,119903
107,1974,8858
41,1974,294169
55,1974,6586
31,1974,514875
19,1974,5752
95,1974,3990
81,1974,8278
0,1974,2543764
115,1974,3298
53,1974,323
83,1974,14014
39,1974,4728
51,1974,9338
121,1974,5163
13,1974,166393
105,1974,10686
93,1974,2987
33,1974,1442
9,1974,5520
37,1974,10344
85,1974,19621
49,1974,6178
17,1974,2304
71,1974,15694
87,1974,21603
1,1974,214619
43,1974,25726
123,1974,108024
103,1974,4977
89,1974,23410
47,1974,1701
9,1973,5630
49,1973,6138
69,1973,112038
109,1973,3936
0,1973,2489591
89,1973,23574
29,1973,16465
17,1973,2294
3,1973,11538
71,1973,15703
57,1973,2122
43,1973,24731
33,1973,1559
101,1973,124232
87,1973,21595
15,1973,11554
27,1973,1152
25,1973,3255
75,1973,19437
99,1973,13444
13,1973,158937
35,1973,11707
1,1973,211148
45,1973,16438
23,1973,3197
93,1973,2938
51,1973,8746
5,1973,198369
117,1973,4838
111,1973,892
125,1973,8308
67,1973,21395
39,1973,4672
123,1973,104037
47,1973,1752
105,1973,10483
77,1973,58827
97,1973,8124
79,1973,777
59,1973,283938
19,1973,5727
21,1973,7901
115,1973,3310
85,1973,18769
81,1973,7504
91,1973,1664
31,1973,524014
73,1973,4822
121,1973,5171
95,1973,4020
7,1973,2945
103,1973,4837
113,1973,2276
55,1973,6648
41,1973,288885
37,1973,9541
107,1973,8658
11,1973,6020
53,1973,288
65,1973,8521
119,1973,5053
63,1973,7416
61,1973,2027
83,1973,13654
31,1972,520235
41,1972,265926
79,1972,838
101,1972,120677
69,1972,105812
67,1972,20046
3,1972,12104
99,1972,13362
121,1972,5431
77,1972,56975
57,1972,1985
45,1972,16008
65,1972,8448
89,1972,23422
105,1972,10361
21,1972,7780
109,1972,3938
9,1972,5675
51,1972,8442
29,1972,16016
33,1972,1544
35,1972,10324
75,1972,19131
27,1972,1227
117,1972,3982
25,1972,3195
59,1972,263598
0,1972,2378318
85,1972,18350
73,1972,4902
61,1972,2003
91,1972,1510
49,1972,5689
71,1972,15980
37,1972,8763
13,1972,149630
17,1972,2251
43,1972,23521
15,1972,11213
87,1972,21361
7,1972,2540
113,1972,2032
5,1972,182615
23,1972,3201
1,1972,201659
39,1972,4045
111,1972,777
125,1972,8279
123,1972,98492
93,1972,2756
97,1972,7434
19,1972,5846
115,1972,3354
11,1972,6359
81,1972,6923
47,1972,1515
63,1972,7394
55,1972,6357
95,1972,3968
103,1972,4601
107,1972,8016
53,1972,272
119,1972,4513
83,1972,13715
29,1971,15437
5,1971,169845
27,1971,1176
25,1971,3082
69,1971,96297
115,1971,3408
71,1971,16037
63,1971,7777
111,1971,788
23,1971,3037
7,1971,2556
61,1971,1994
73,1971,4963
117,1971,3308
75,1971,18996
59,1971,247090
109,1971,3855
0,1971,2284660
21,1971,7762
57,1971,2007
77,1971,55245
3,1971,11731
79,1971,824
119,1971,3696
99,1971,13339
107,1971,7295
55,1971,6274
31,1971,521213
19,1971,5689
81,1971,6744
83,1971,13393
53,1971,206
13,1971,139606
121,1971,5401
105,1971,10287
9,1971,5567
51,1971,8257
33,1971,1578
85,1971,18321
49,1971,4750
17,1971,2397
87,1971,20918
1,1971,192134
123,1971,92978
103,1971,4773
89,1971,22897
47,1971,1417
35,1971,9344
15,1971,10719
91,1971,1529
45,1971,15540
39,1971,3947
101,1971,119714
11,1971,6469
125,1971,8327
93,1971,2299
43,1971,22780
37,1971,8452
95,1971,3899
97,1971,6970
41,1971,248034
67,1971,19786
113,1971,2070
65,1971,8436
35,1970,8594
47,1970,1301
89,1970,23398
103,1970,4828
123,1970,90033
1,1970,187058
87,1970,20268
17,1970,2396
115,1970,3406
43,1970,22110
37,1970,7689
69,1970,91179
49,1970,4236
13,1970,133432
85,1970,18357
33,1970,1628
51,1970,7714
105,1970,10453
121,1970,5520
53,1970,203
95,1970,4085
25,1970,3085
83,1970,13040
19,1970,4993
81,1970,6569
27,1970,1131
9,1970,5653
31,1970,515985
55,1970,6527
99,1970,13274
107,1970,6733
119,1970,3392
5,1970,163683
41,1970,238384
79,1970,794
57,1970,1850
3,1970,11484
97,1970,6342
67,1970,19316
77,1970,54548
21,1970,7829
109,1970,3833
59,1970,237712
117,1970,2794
75,1970,18881
73,1970,4861
29,1970,15316
61,1970,2022
7,1970,2698
65,1970,8313
113,1970,1973
23,1970,3080
0,1970,2224610
111,1970,822
63,1970,7579
125,1970,8501
11,1970,6488
101,1970,118533
45,1970,14965
91,1970,1543
15,1970,10273
39,1970,3912
93,1970,2208
71,1970,15803
